Patient ID,Disease,240,244,460,998,1303,2758,2879,3102,4133,7147,7222,7410,7500,7602,7720,7874,8133,8194,8343,8814,9231,9268,10914,11006,11169,11170,11172,11230,12053,12160,12388,14257,15600,16663,16821,17100,17835,19602,21205,21630,22568,23229,23284,29996,31236,31355,41209,73219,75084,85781,90232,103653,136569,137353,141033,146102,160669,520958,537332,551986,557859,558880,567717,574439,575987,622436,637516,5370158,5370325,6041429,6429350,9602988,13544681,13596727,91713521,91726212,91731726,91742720
copd_1,copd,172639.83,209613.62,341698.78,8051.5103,604040.7,5772.8296,39810.812,25535.896,5887.8257,32488.363,27578.256,539507.0,3845.196,16018.262,809834.6,92351.914,95814.484,11204.293,11258.914,10315.835,77544.44,411693.44,417884.06,40527.52,4051.858,41474.15,16613.83,23664.115,3027532.5,3916.069,44400.555,312248.22,26151.486,17033.812,5985.7886,163484.78,55557.453,21128.18,5800.7646,10986.809,3542.4778,8372.365,151911.77,108737.13,11909.239,38050.79,6841.887,9212.663,7378.9473,17684.535,603972.1,13912.729,54348.027,12567.915,17327.172,9892.031,70185.06,7510.422,2375.2937,5965.89,6396.877,7839.6743,2267.8943,3005169.8,130211.4,103211.0,9500.105,8244.632,5191.318,85968.82,10105.383,412089.0,214991.92,7624.33,5990.7065,3417.7512,136722.25,16334.712
copd_2,copd,302712.62,154225.78,222931.39,10875.432,269623.75,11854.437,50915.684,19510.465,16479.156,31699.389,29658.219,606893.75,43599.637,5074.8994,1125710.2,74483.305,212017.36,12142.237,8535.357,6652.64,64484.45,491199.47,289417.0,19385.174,4263.893,25349.809,10943.251,40788.52,3285108.2,3872.0918,19361.727,268611.0,36402.543,11053.065,3770.117,265068.97,52367.484,11457.903,8739.926,4084.346,3721.5073,10162.65,144368.02,134867.89,10253.43,43667.547,4442.2075,9733.203,8570.894,14213.996,288897.2,5870.1,102157.11,9667.072,15421.759,8458.554,57985.863,3796.6433,2951.3293,6999.787,4262.8804,5376.7427,4376.3306,5889912.0,211007.78,37781.934,9511.974,42978.11,997.30066,30603.936,13996.122,290394.9,231262.4,28389.014,15379.838,7486.2695,96751.91,13427.205
copd_3,copd,109883.945,120976.01,227678.31,4656.627,825271.06,6262.937,15740.245,19725.197,26804.043,84949.25,34116.176,665463.94,1309.017,66536.516,1328848.4,192576.67,67601.48,10667.656,13260.147,5317.5176,64892.484,420018.03,157289.38,71926.47,3875.3955,35100.082,12189.485,22393.252,2743444.5,13308.546,241990.28,451431.3,33578.336,89958.94,5575.0024,332156.84,105952.234,24242.305,4270.7686,30004.34,16153.76,12859.133,85739.4,99501.82,53214.04,63983.84,6475.788,8381.873,3716.5476,9863.806,1318475.8,7789.6685,75976.43,5281.35,25533.072,11416.485,18037.908,5740.7236,6412.436,6244.071,8628.884,2092.3513,2597.2605,1003773.3,376517.4,959578.1,8048.7075,5273.1704,10589.671,460869.16,11601.926,189391.7,105386.586,5268.3286,11574.284,2668.2139,147396.94,12320.943
copd_4,copd,521017.0,307514.88,518684.4,20782.695,694794.0,15884.644,166029.22,49309.39,27056.59,61786.773,50165.176,1210473.6,48123.45,32858.77,1901836.5,236731.08,107290.98,22606.375,30566.54,15877.4795,80126.945,1018281.25,495708.66,62049.016,6646.209,139837.0,47378.977,63141.67,6036612.5,8824.189,97408.97,562629.5,47444.902,32592.576,17268.574,344056.06,88386.12,62675.03,12395.364,26783.498,11032.265,16519.0,176578.22,240052.14,62557.21,117744.86,17442.373,24458.465,8553.841,49672.777,1083285.1,34057.11,101802.51,8789.481,39454.61,13857.123,75770.13,19586.512,3502.3608,17858.652,19032.797,19211.229,29759.682,8108653.5,367521.88,255000.38,19011.79,19209.799,15146.608,287396.53,20531.842,1887102.9,470668.12,15557.893,23550.146,18767.807,190033.62,34290.105
copd_5,copd,319305.38,88754.234,28376.293,2864.282,250745.22,34032.66,494175.1,44786.285,6158.3125,29082.95,9555.939,404570.78,7938.3115,19337.055,1231992.5,94987.55,310135.2,13025.188,4196.743,4550.899,103312.14,1159862.4,7746.2954,17261.625,3735.1252,53061.754,18229.01,45548.105,911476.5,7564.268,11713.467,156477.86,43297.562,9958.676,1713.9927,352153.34,43515.516,14979.359,7448.379,1345.7642,2937.0596,8746.872,190795.42,105828.33,20770.865,61893.402,7218.7036,23584.873,4820.336,11538.937,482254.03,4293.193,162245.8,2566.7034,18128.158,10520.681,43469.598,2124.294,2540.9912,7055.1055,5453.954,8093.5415,1205.961,8275374.5,8398.735,105055.24,4115.453,18707.707,4632.8267,42903.164,6365.3066,821827.9,5649.7715,20385.99,59939.414,11667.563,126681.38,24503.129
copd_6,copd,46927.395,92471.24,107536.22,2676.1538,208590.62,3776.96,4167.6606,20244.455,893.09467,17171.643,13157.939,128470.95,7859.3047,7091.835,355041.6,82513.97,31675.576,8263.913,4713.0176,7238.519,44405.254,481063.4,594835.9,19519.527,3653.0881,31416.87,15160.917,13653.337,981345.06,4411.0327,24026.955,179977.83,18143.432,13416.542,1928.3861,50161.684,39545.02,6005.559,4529.2886,1879.644,1395.5934,2688.361,136321.5,70325.56,2805.9712,33591.63,4566.1704,6692.7173,6978.3486,11754.774,342923.3,4901.4106,23479.975,5844.986,15414.906,7910.067,82166.64,3870.515,2145.4463,5707.8105,4565.913,5707.8647,3345.8477,1564497.4,48531.664,53705.88,3692.778,7741.709,2499.2864,113489.875,7163.701,355478.66,78263.47,9336.361,4517.613,5064.1206,94660.73,13193.678
copd_7,copd,276484.03,92542.34,241987.52,9635.784,276267.9,9390.723,134921.67,16891.271,4654.229,41677.992,21524.48,608896.1,77556.414,14118.191,894270.7,92821.22,146786.03,17856.812,9111.688,5681.6074,61346.992,593393.9,417221.03,37773.72,4231.967,24279.047,11504.113,48827.39,3107422.8,21459.852,33432.37,404340.12,33065.305,21696.43,5531.6357,259775.27,66738.93,14380.707,11465.305,5333.57,2577.637,4883.835,94560.03,117008.63,7202.012,50109.9,3322.0325,7560.5103,12356.295,11391.664,314032.88,2370.6594,73277.016,10318.482,15981.837,12519.547,57012.49,2174.2063,4998.8696,8880.039,3405.956,6064.001,1932.9685,6212189.0,76509.99,257746.05,5932.8633,61641.69,933.58466,186521.95,14907.97,1071753.5,239894.45,44885.02,13531.001,3868.7026,130279.34,16219.138
copd_8,copd,268444.03,200147.1,272849.1,7233.5703,667333.06,10343.934,6138.4434,47929.11,5373.6357,36009.324,39203.27,818709.0,58405.395,20935.959,1084848.4,178649.8,166745.19,14975.503,20598.941,9040.411,77794.58,791472.5,806150.56,47688.324,4780.932,90048.64,31611.717,34062.598,4898328.0,7206.9736,94500.984,392589.66,32351.178,15211.711,5517.382,152953.06,54213.383,15322.46,6289.295,5235.671,8778.824,17172.463,176806.7,132977.42,50493.15,97281.13,12158.252,18410.262,6742.9526,20055.053,941691.5,21521.627,73420.695,10328.771,27159.562,8618.159,94588.89,10401.264,2581.2446,9449.5625,20302.559,5762.679,5300.781,7273667.5,5321.1763,127385.5,13833.381,13367.674,12379.415,134496.19,11861.063,1126198.9,238522.95,7504.328,6640.601,11991.107,142591.11,27224.084
copd_9,copd,192098.11,209941.33,138311.08,7281.0693,244467.86,14646.764,4805.5576,30489.443,8524.374,30097.055,32680.193,400188.5,48395.363,6586.7544,1217522.1,80275.17,161153.38,12085.002,9889.286,8408.192,70948.766,751758.94,635563.9,24946.809,4669.014,36860.72,12360.585,30042.94,3226174.2,4020.395,21029.432,279609.8,32963.73,14194.475,3958.8345,245858.06,64044.707,11325.214,7023.462,1996.807,1712.4535,14317.194,208300.19,128271.16,11817.85,56771.258,4684.0874,22592.668,9277.535,17247.127,417099.3,7744.486,122330.51,4199.5664,27689.447,7897.4175,85927.914,4132.148,3674.481,5565.9272,5038.339,9146.875,9613.165,6517822.5,18097.633,48387.055,9281.474,31829.502,2050.4004,39162.426,12930.538,381053.06,74072.164,18807.082,23132.145,13354.994,75575.35,20374.697
copd_10,copd,178944.1,127418.55,155173.69,3526.6104,223959.14,4033.9287,45124.43,16857.395,1439.0833,27876.7,23498.053,406616.2,24531.54,8033.1616,747815.44,77701.59,75018.9,8673.425,4666.574,4273.177,53753.176,398515.8,388666.9,22585.88,3628.7688,22018.955,10102.106,30606.883,1872231.6,6423.4917,39240.562,255616.88,26025.291,17857.137,2719.1272,104126.11,43039.92,9294.327,4819.3613,3284.2954,3370.502,2393.0269,132070.98,84288.97,4276.806,40610.434,3407.9514,5232.072,5293.6665,9614.184,317495.0,2619.1677,35415.652,6139.866,20338.217,7818.109,62714.434,2515.725,3251.5962,6040.0273,4946.4097,9159.114,1609.5673,5021216.5,106142.06,121758.1,6242.8975,22532.502,1254.7108,104520.79,8615.644,246080.67,104092.15,18155.08,16135.821,2949.6152,83713.375,10970.452
copd_11,copd,323169.1,246141.7,376469.66,20501.025,553647.94,7911.9688,158732.1,41080.332,40306.96,59441.312,40840.87,1031373.7,3249.5588,20604.934,1348264.2,139075.33,32509.812,23707.803,27580.912,10001.844,83492.36,443691.8,108980.375,43744.074,7591.473,79187.01,33535.418,71081.57,5596686.0,13457.59,71244.52,501695.47,42771.37,27516.701,15854.357,309639.6,83833.375,62914.4,12942.629,5329.659,8737.892,28939.268,189832.03,219057.34,22696.309,96617.555,12474.005,19206.54,9301.183,47989.668,899731.0,24826.734,163204.23,7920.7573,27811.082,13773.703,17419.879,10910.235,5832.9893,9726.828,7870.2793,23675.945,32422.93,6953839.0,592457.5,203027.14,16550.238,12232.984,11513.477,148574.81,19127.441,1456537.2,474862.03,15902.182,18825.639,16025.856,178154.86,24158.361
